For PC or kiln tph,KILN SPEED (rpm),KILN AMPS ,P.H.Fan1 Speed (rpm),P.H.Fan2 Speed (rpm),PH-1 I/L temp. (oC),PH-1  I/L DRAUGHT (MMWG),PH-2 I/L temp. (oC),PH-2  I/L DRAUGHT (MMWG),P.C. O/L,Kiln inlet draught (mmwg),Kiln inlet temp. (oC),Ter. Air temp. (oC),P.C. O/L temp. (oC),P.C. O/L        CO (ppm),P.H-2 O/L CO(ppm),P.H. FAN-1 KW,P.H. FAN-2 KW,TERTIARY AIR DUCT DRAFT 1
22.6,3.78,716,802,801,291,-574.9,271,-596,12,-237,12,1102,980,310,408,816,646,11
22.5,3.78,681,802,801,286,-584.5,273,-592,13,-235,13,1108,992,712,260,451,651,11
22.2,3.84,707,803,801,277,-591.2,278,-593,14,-226,14,1098,988,55,208,417,668,11
22.5,3.84,718,803,801,283,-584.2,272,-599,15,-245,15,1098,980,17,156,512,650,11
22.5,3.84,715,803,801,294,-587.5,267,-618,16,-248,16,1095,976,23,87,451,639,11
22.8,3.84,686,797,796,282,-580.2,275,-589,17,-239,17,1087,982,327,0,443,631,11
22.6,3.84,691,803,802,281,-585.6,274,-597,18,-244,18,1108,986,1389,0,1562,650,11
22.9,3.84,709,807,806,287,-592.2,280,-605,19,-235,19,1101,985,20,95,894,667,11
23.5,3.89,730,812,806,281,-602.4,285,-592,20,-239,20,1095,988,660,0,825,685,11
23.4,3.90,658,817,816,290,-609.8,282,-621,21,-254,21,1099,989,613,0,443,696,11
23.1,3.89,709,817,815,290,-601.0,278,-606,22,-247,22,1063,980,362,0,408,674,11
22.2,3.90,721,818,816,293,-600.6,275,-619,23,-266,23,1093,986,20,0,399,675,11
23.2,3.78,733,817,816,290,-609.3,277,-615,0,-258,0,1062,980,20,217,0,680,11
22.6,3.78,714,817,816,285,-615.7,282,-633,1,-272,1,1063,980,23,234,0,695,11
23.4,3.78,704,817,816,293,-603.4,275,-624,2,-265,2,1047,968,93,330,0,677,11
23.1,3.78,696,817,816,277,-621.1,292,-606,3,-250,3,1052,973,145,234,0,698,11
22.6,3.78,713,817,816,283,-611.4,285,-602,4,-252,4,1054,971,93,260,17,687,11
22.8,3.78,686,817,816,283,-603.3,283,-599,5,-247,5,1079,972,182,347,52,687,11
22.8,3.78,705,812,811,280,-614.2,287,-608,6,-246,6,1043,978,174,295,243,695,11
22.8,3.78,686,813,812,277,-617.0,301,-596,7,-253,7,1075,975,252,304,304,689,11
23.2,3.78,681,812,811,285,-609.9,295,-598,8,-246,8,1064,976,81,286,339,679,11
22.7,3.78,719,812,811,282,-608.8,297,-597,9,-247,9,1078,986,885,278,321,684,11
22.4,3.78,687,807,806,280,-605.5,297,-583,10,-237,10,1075,992,124,269,295,672,11
22.1,3.78,631,797,796,278,-599.8,293,-580,11,-249,11,1068,982,81,269,339,639,11
22.2,3.78,658,797,796,279,-611.6,286,-269,12,-259,12,1041,975,95,356,434,664,11
22.2,3.78,683,797,796,283,-592.6,280,-602,13,-245,13,1040,976,67,391,616,645,11
22.2,3.78,671,797,795,278,-592.5,285,-585,14,-243,14,1043,972,408,365,529,644,11
22.4,3.78,695,797,796,281,-589.1,281,-583,15,-238,15,1043,972,139,347,365,642,11
22.9,3.78,666,797,796,275,-597.9,289,-587,16,-250,16,1051,974,61,260,278,649,11
22.6,3.78,666,797,796,290,-581.8,274,-595,17,-246,17,1055,974,284,269,347,639,11
22.5,3.78,715,798,795,293,-583.0,273,-596,18,-239,18,1085,982,52,252,339,648,11
22.7,3.95,704,797,796,294,-583.3,275,-594,19,-244,19,1081,992,69,217,312,653,11
22.7,4.01,666,797,796,296,-588.5,275,-593,20,-228,20,1117,999,67,243,339,647,11
22.7,3.95,652,797,796,293,-581.5,277,-596,21,-235,21,1110,994,64,226,321,640,11
22.7,3.95,657,797,796,285,-589.1,285,-590,22,-237,22,1100,991,67,78,321,652,11
22.8,3.95,684,797,796,280,-595.9,287,-589,23,-243,23,1083,992,52,0,321,654,11
22.5,3.95,673,797,796,284,-588.2,278,-590,0,-246,0,1074,985,46,0,356,640,11
23.1,3.96,646,797,796,280,-589.8,277,-594,1,-242,1,1068,982,72,0,330,641,11
22.5,3.78,717,803,806,290,-583.4,280,-595,2,-245,2,1022,973,64,0,304,649,11
22.7,3.78,707,807,806,293,-588.6,277,-601,3,-245,3,1068,978,64,0,321,666,11
22.3,3.78,676,797,796,291,-584.6,275,-591,4,-234,4,1070,980,324,0,720,632,11
22.3,3.78,683,803,801,288,-601.6,277,-600,5,-247,5,1065,985,124,0,321,651,11
23.2,3.78,691,803,801,278,-601.6,289,-597,6,-257,6,1071,985,124,217,312,642,11
22.8,3.78,680,802,802,286,-587.0,281,-596,7,-241,7,1079,980,72,234,321,648,11
22.5,3.78,695,798,796,293,-583.9,275,-601,8,-246,8,55,985,72,321,469,634,11
22.4,3.78,675,798,796,299,-583.8,269,-605,9,-254,9,1077,983,492,226,408,639,11
22.4,3.78,660,797,796,292,-563.4,274,-590,10,-237,10,1089,989,281,278,556,626,11
22.6,3.78,684,797,796,289,-583.5,280,-594,11,-251,11,1090,999,75,234,278,625,11
22.2,3.78,680,797,796,286,-575.5,280,-587,12,-242,12,1089,998,72,234,269,636,11
22.8,3.78,669,797,796,289,-585.4,272,-602,13,-242,13,1101,1003,122,260,278,641,11
22.6,3.78,654,797,796,292,-587.8,271,-609,14,-254,14,1058,988,32,226,191,626,11
22.5,3.78,725,803,796,288,-591.8,277,-608,15,-258,15,1053,983,52,226,104,639,11
22.2,3.78,689,797,795,285,-585.1,271,-606,16,-258,16,1071,985,512,312,35,625,11
22.1,3.78,688,797,796,287,-587.4,274,-601,17,-249,17,1072,979,778,278,0,632,11
22.3,3.78,726,797,796,279,-589.9,283,-587,18,-243,18,1079,982,64,312,0,642,11
22.5,3.78,665,797,795,281,-586.2,279,-592,19,-243,19,1063,982,87,304,0,638,11
22.7,3.78,676,802,802,290,-584.3,277,-598,20,-233,20,1087,988,602,278,0,647,11
23.1,3.78,678,797,796,282,-583.4,281,-589,21,-234,21,1099,987,521,451,0,638,11
23.2,3.78,655,797,796,280,-598.5,290,-581,22,-238,22,1080,983,211,278,0,649,11
23.1,3.78,695,808,806,277,-598.3,287,-595,23,-244,23,1073,990,530,825,0,658,11
23.5,3.78,696,808,806,278,-600.7,280,-599,0,-251,0,1047,963,26,347,451,670,11
23.3,3.78,702,807,805,283,-602.3,277,-602,1,-246,1,1054,972,23,347,399,672,11
23.4,3.78,698,807,806,276,-610.0,288,-597,2,-247,2,1051,971,29,321,365,668,11
24.1,3.78,674,807,806,279,-602.5,284,-600,3,-252,3,1055,972,14,286,356,662,11
24.1,3.78,651,807,806,287,-607.5,279,-612,4,-256,4,1054,980,32,217,330,658,11
24.0,3.78,663,807,806,293,-604.5,271,-624,5,-242,5,1061,985,43,191,495,670,11
24.2,3.78,672,807,806,293,-595.8,274,-625,6,-256,6,1055,981,49,104,391,657,11
23.9,3.78,669,812,811,280,-615.1,288,-601,7,-257,7,1038,969,49,26,356,687,11
23.6,3.78,696,817,816,291,-615.3,277,-625,8,-258,8,1054,963,49,17,382,696,11
23.1,3.78,739,816,816,295,-614.1,278,-618,9,-252,9,1060,971,20,17,373,694,11
23.4,3.78,727,817,816,288,-605.4,279,-634,10,-263,10,1047,973,41,0,330,692,11
23.3,3.78,719,812,811,296,-600.2,273,-627,11,-259,11,1054,973,755,0,347,673,11
22.3,3.78,716,812,810,276,-608.1,293,-602,12,-251,12,1068,977,35,43,330,675,11
22.9,3.78,704,812,811,267,-615.1,296,-607,13,-243,13,1048,969,489,651,634,696,11
22.9,3.78,705,817,815,278,-620.4,285,-619,14,-261,14,1045,966,258,339,451,691,11
23.0,3.78,659,807,806,282,-602.7,280,-608,15,-247,15,1064,963,344,321,529,671,11
22.9,3.78,725,813,811,284,-602.9,282,-608,16,-253,16,1069,975,133,295,304,673,11
22.6,3.78,683,812,811,290,-594.2,276,-611,17,-246,17,1061,978,483,269,304,675,11
22.8,3.78,713,813,811,289,-597.4,280,-606,18,-256,18,1068,981,41,243,226,672,11
23.2,3.78,713,813,811,292,-597.4,276,-612,19,-245,19,1078,981,20,234,260,672,11
23.1,3.78,692,812,811,291,-588.5,276,-609,20,-240,20,1069,985,29,278,243,669,11
24.0,3.78,753,817,816,297,-597.6,273,-622,21,-246,21,1056,975,159,1233,373,680,11
22.8,3.78,724,817,816,287,-606.8,282,-615,22,-255,22,1080,983,14,217,0,674,11
22.8,3.78,722,817,816,291,-608.2,274,-634,23,-261,23,1052,985,23,217,0,671,11
23.4,3.78,699,817,816,281,-597.8,286,-603,0,-237,0,1092,987,226,460,148,694,11
23.6,3.78,730,817,815,279,-602.2,290,-603,1,-241,1,1096,990,119,469,321,690,11
23.4,3.78,735,817,816,280,-614.1,289,-601,2,-241,2,1088,990,116,382,122,721,11
22.9,3.78,750,817,816,279,-612.9,296,-604,3,-259,3,1077,979,854,391,78,685,11
22.8,3.78,738,817,816,277,-609.3,287,-606,4,-246,4,1092,982,3,382,52,695,11
22.6,3.78,749,817,816,275,-619.4,290,-600,5,-250,5,1066,979,912,677,61,707,11
23.1,3.78,700,812,810,276,-606.1,285,-602,6,-239,6,1059,966,197,356,61,672,11
22.9,3.78,723,813,811,277,-599.6,286,-592,7,-240,7,1081,968,38,356,52,680,11
23.0,3.78,726,812,811,275,-613.8,293,-602,8,-255,8,1065,976,35,347,52,671,11
23.0,3.78,707,812,810,278,-600.3,285,-598,9,-243,9,1097,976,116,408,122,685,11
23.1,3.78,741,812,811,277,-600.4,290,-603,10,-235,10,1091,980,171,582,43,680,11
23.1,3.78,688,813,811,275,-607.7,291,-594,11,-240,11,1075,984,122,347,278,687,11
23.6,3.78,672,812,811,272,-609.9,292,-597,12,-239,12,1080,990,234,391,365,692,11
24.0,3.78,685,817,816,281,-612.0,289,-614,13,-245,13,1063,987,49,304,365,704,11
24.0,3.78,652,817,816,291,-605.3,279,-612,14,-243,14,1066,995,49,347,365,700,11
23.8,3.78,703,817,816,289,-599.2,281,-610,15,-248,15,1055,984,41,321,408,681,11
23.0,3.78,703,807,806,286,-588.6,281,-592,16,-249,16,1073,983,20,330,399,663,11
23.1,3.78,708,807,806,283,-590.1,281,-596,17,-251,17,1022,976,17,312,399,652,11
22.8,3.78,746,807,806,285,-587.5,278,-594,18,-245,18,1055,971,498,382,521,666,11
22.7,3.78,733,807,805,287,-602.5,281,-609,19,-250,19,1039,966,0,330,365,662,11
22.5,3.78,733,807,806,290,-588.6,277,-602,20,-259,20,1040,965,14,347,417,661,11
23.2,3.78,766,807,806,289,-596.4,277,-609,21,-254,21,1033,961,46,321,408,664,11
23.1,3.78,762,807,806,289,-595.1,278,-601,22,-255,22,1036,959,23,347,443,658,11
23.1,3.78,752,807,806,285,-596.4,279,-603,23,-263,23,1054,967,12,339,417,661,11
22.1,3.90,679,817,815,287,-609.5,278,-606,0,-247,0,1077,970,101,234,408,675,11
22.1,3.78,692,818,817,288,-598.6,279,-604,1,-261,1,1070,962,498,252,451,679,11
22.0,3.55,691,807,806,289,-583.7,277,-594,2,-240,2,1046,959,52,616,1085,649,11
22.3,3.55,645,817,816,282,-609.8,281,-625,3,-259,3,1059,964,17,278,521,684,11
22.7,3.55,682,817,816,288,-612.3,280,-620,4,-251,4,1033,959,20,234,434,687,11
23.0,3.55,709,817,816,278,-610.7,290,-606,5,-250,5,1047,965,310,260,408,688,11
23.1,3.66,704,817,816,290,-615.9,280,-614,6,-254,6,1079,977,58,234,373,688,11
22.8,3.72,702,807,806,296,-584.5,274,-603,7,-242,7,1098,989,110,208,382,650,11
22.4,3.78,700,807,806,297,-582.7,273,-604,8,-242,8,1096,984,23,234,443,650,11
21.6,3.78,711,807,806,295,-582.9,273,-609,9,-250,9,1094,986,506,226,382,654,11
21.4,3.78,693,807,806,286,-605.7,281,-602,10,-262,10,1078,984,20,399,495,666,11
21.4,3.78,740,812,811,293,-599.7,274,-614,11,-260,11,1067,980,564,373,269,673,11
21.8,3.84,711,812,811,292,-605.9,277,-610,12,-257,12,1063,969,289,226,17,662,11
21.7,3.84,721,813,811,286,-602.3,282,-605,13,-247,13,1071,975,9,243,0,671,11
21.6,3.84,735,807,806,298,-587.2,272,-606,14,-250,14,1094,988,6,217,0,660,11
22.0,3.84,729,807,806,283,-585.2,280,-598,15,-238,15,1090,978,0,226,0,659,11
21.8,3.84,727,807,806,281,-589.5,283,-593,16,-247,16,1082,983,20,269,0,662,11
21.6,3.89,709,807,806,288,-581.6,281,-590,17,-245,17,1082,973,249,339,0,660,11
21.3,3.89,732,807,806,287,-582.3,283,-588,18,-241,18,1097,988,865,286,0,660,11
22.1,3.89,690,807,806,287,-584.6,282,-594,19,-236,19,1060,983,1528,703,26,663,11
21.9,3.78,749,806,806,288,-579.8,282,-587,20,-242,20,1071,982,729,269,95,655,11
21.9,3.78,740,807,806,280,-591.6,290,-589,21,-241,21,1069,969,182,312,0,659,11
21.8,3.84,752,807,816,292,-582.9,276,-612,22,-253,22,1062,972,20,260,399,649,11
21.7,3.84,762,807,816,285,-593.7,287,-604,23,-250,23,1045,984,14,260,321,651,11
21.2,3.84,758,807,816,295,-593.1,279,-621,0,-256,0,1065,977,17,243,330,654,11
20.7,3.84,684,817,815,278,-614.8,292,-601,1,-250,1,1088,991,168,269,321,690,11
20.7,3.84,673,817,816,280,-602.1,288,-599,2,-252,2,1052,973,286,234,391,683,11
21.4,3.78,665,817,816,283,-602.7,285,-604,3,-255,3,1053,971,2234,286,347,679,11
21.8,3.78,653,817,816,296,-607.1,278,-625,4,-260,4,1067,975,177,217,321,678,11
22.0,3.55,682,817,816,293,-595.2,280,-610,5,-249,5,1049,974,90,208,312,682,11
22.4,3.55,724,807,806,292,-590.3,282,-597,6,-238,6,1052,970,23,234,356,663,11
22.1,3.67,724,807,806,292,-586.7,280,-601,7,-242,7,1059,978,810,182,391,653,11
21.3,3.73,727,812,811,294,-598.4,278,-617,8,-257,8,1067,979,133,148,486,666,11
21.6,3.78,713,808,806,285,-600.5,282,-601,9,-247,9,1021,969,6,234,304,686,11
21.3,3.78,677,807,806,295,-578.9,273,-609,10,-251,10,1032,973,0,87,339,646,11
20.6,3.78,709,807,806,303,-576.4,268,-599,11,-247,11,1040,964,0,52,582,651,11
21.2,3.78,675,807,807,289,-589.9,281,-604,12,-244,12,1089,987,6,0,382,659,11
21.7,3.78,709,807,806,294,-584.0,276,-607,13,-243,13,1086,999,1317,0,399,652,11
22.1,3.78,700,807,806,298,-573.9,275,-598,14,-246,14,1092,994,284,0,556,643,11
21.8,3.78,707,807,806,291,-585.9,275,-603,15,-243,15,1107,997,0,0,399,654,11
21.8,3.78,724,807,806,294,-577.1,273,-600,16,-241,16,1086,988,9,0,391,656,11
14.3,0.96,699,647,646,333,-335.4,324,-337,17,-118,17,798,860,1137,43,286,310,11
20.3,2.98,678,788,776,300,-535.1,310,-529,18,-205,18,1025,929,359,260,365,591,11
21.6,3.43,785,807,806,291,-581.5,296,-582,19,-226,19,1052,947,0,312,807,654,11
21.3,3.84,776,816,816,283,-610.7,301,-598,20,-248,20,1093,973,0,269,399,680,11
21.4,3.95,754,813,811,284,-596.3,287,-598,21,-243,21,1092,982,0,859,1641,671,11
21.3,3.95,723,817,816,282,-606.6,295,-598,22,-237,22,1057,970,0,312,529,675,11
21.5,3.95,719,822,821,285,-613.6,292,-605,23,-257,23,1030,958,0,286,408,695,11
21.5,3.95,705,817,816,278,-606.9,297,-594,0,-245,0,1048,963,0,286,408,682,11
21.5,3.78,688,817,816,278,-604.7,297,-592,1,-238,1,1057,959,0,295,408,683,11
22.6,3.43,733,813,811,279,-594.8,294,-596,2,-239,2,1029,953,14,286,512,675,11
21.9,3.55,715,813,811,275,-609.3,297,-590,3,-237,3,1070,965,38,330,330,687,11
21.8,3.55,730,812,810,277,-601.8,295,-590,4,-233,4,1077,977,148,295,365,671,11
21.8,3.55,685,812,811,281,-599.0,291,-595,5,-234,5,1061,974,217,304,260,676,11
21.9,3.55,690,812,810,279,-602.9,294,-584,6,-229,6,1037,973,339,330,252,683,11
22.1,3.55,658,817,816,284,-604.9,289,-602,7,-240,7,1008,959,58,278,104,697,11
20.9,3.55,753,817,816,287,-602.0,287,-602,8,-247,8,1064,962,9,286,87,686,11
20.8,3.55,702,813,811,297,-588.5,271,-608,9,-247,9,1059,965,17,295,61,661,11
20.8,3.55,734,807,806,298,-581.4,275,-601,10,-240,10,1032,955,116,286,87,650,11
22.2,3.55,671,807,806,281,-593.1,286,-589,11,-244,11,1068,975,3,339,35,651,11
22.3,3.55,720,817,816,285,-601.8,284,-605,12,-243,12,1059,971,0,260,9,688,11
22.7,3.55,701,817,816,283,-600.4,288,-607,13,-243,13,1070,973,6,260,9,676,11
22.4,3.55,723,817,816,281,-604.9,291,-600,14,-242,14,1090,977,0,234,17,687,11
22.6,3.55,763,817,816,283,-600.3,292,-600,15,-242,15,1102,985,0,260,43,677,11
22.2,3.55,754,817,816,286,-601.0,291,-598,16,-236,16,1109,988,171,243,165,691,11
21.8,3.78,725,817,816,309,-585.3,272,-617,17,-248,17,1111,989,3,226,382,669,11
21.6,3.78,721,817,811,278,-607.0,298,-590,18,-232,18,1106,990,1091,269,330,680,11
21.5,3.84,720,817,810,279,-608.6,293,-587,19,-234,19,1086,982,136,443,755,690,11
21.4,3.78,695,828,815,290,-607.0,293,-609,20,-248,20,1060,968,793,217,434,695,11
21.9,3.78,713,828,816,279,-621.1,295,-602,21,-252,21,1048,965,729,269,365,721,11
21.9,3.55,670,827,816,302,-598.7,274,-620,22,-258,22,1019,962,0,234,781,689,11
22.0,3.55,754,817,816,301,-582.4,276,-614,23,-251,23,1065,963,0,243,608,660,11
21.4,3.66,706,813,811,298,-588.2,277,-604,0,-248,0,1091,972,0,304,590,673,11
21.8,3.67,751,812,811,290,-583.5,282,-604,1,-240,1,1081,975,29,217,356,668,11
21.9,3.66,686,812,811,288,-591.7,289,-599,2,-238,2,1096,987,122,269,868,664,11
22.0,3.66,742,812,811,276,-602.3,301,-580,3,-230,3,1105,984,35,217,286,692,11
21.5,3.67,671,812,810,297,-579.4,277,-603,4,-229,4,1090,985,9,156,443,660,11
22.0,3.66,749,817,816,294,-589.8,283,-612,5,-256,5,1061,977,0,52,365,670,11
21.3,3.66,698,812,811,298,-576.9,277,-603,6,-239,6,1084,966,17,0,443,659,11
21.6,3.55,747,812,811,291,-591.1,282,-599,7,-249,7,1066,962,90,0,321,658,11
21.4,3.55,716,817,816,293,-600.0,281,-617,8,-254,8,1054,959,52,0,312,681,11
21.6,3.55,718,813,811,295,-587.1,280,-616,9,-255,9,1048,959,179,0,391,661,11
21.5,3.55,717,813,811,302,-578.0,276,-614,10,-248,10,1038,958,23,0,321,654,11
21.2,3.61,721,812,811,292,-584.5,281,-602,11,-246,11,1082,978,203,0,425,665,11
21.5,3.66,758,813,811,299,-582.7,280,-612,12,-243,12,1080,977,255,174,373,657,11
21.5,3.67,682,817,816,296,-605.1,280,-619,13,-251,13,1080,976,593,260,486,687,11
22.2,3.61,731,817,816,297,-583.8,282,-604,14,-241,14,1075,979,3,243,312,681,11
22.2,3.61,768,817,816,297,-578.3,281,-612,15,-246,15,1104,991,14,234,304,671,11
21.6,3.61,707,813,811,291,-579.6,282,-601,16,-242,16,1108,985,20,260,304,661,11
21.5,3.61,692,812,811,294,-578.7,274,-603,17,-236,17,1096,976,530,243,365,653,11
21.2,3.61,706,808,806,294,-579.9,275,-614,18,-255,18,1060,968,512,243,451,646,11
21.3,3.61,757,813,811,296,-585.4,274,-624,19,-260,19,1038,956,107,252,417,657,11
22.1,3.61,754,818,816,293,-593.1,277,-617,20,-262,20,1061,947,26,278,651,674,11
22.0,3.61,726,817,816,301,-594.4,273,-620,21,-266,21,1057,953,122,234,434,675,11
21.9,3.61,700,817,815,301,-586.4,276,-617,22,-249,22,1046,948,124,217,451,678,11
22.4,3.61,674,817,827,292,-600.4,282,-623,23,-259,23,1056,949,168,252,304,670,11
22.2,3.61,692,822,826,299,-594.8,280,-630,0,-257,0,1039,944,0,339,582,676,11
21.7,3.49,780,822,826,305,-605.2,286,-632,1,-272,1,1048,936,420,234,469,685,11
22.5,3.67,748,822,826,304,-588.1,281,-627,2,-254,2,1082,967,14,217,286,675,11
22.4,3.78,736,823,831,305,-591.1,277,-644,3,-255,3,1090,974,0,200,130,673,11
22.0,3.78,766,822,831,299,-596.2,285,-627,4,-258,4,1108,975,153,226,0,677,11
20.9,3.78,756,822,826,293,-601.8,285,-622,5,-251,5,1109,972,29,234,0,681,11
21.1,3.78,704,813,816,292,-591.3,281,-616,6,-266,6,1080,967,1134,260,0,658,11
21.2,3.78,747,817,815,289,-601.3,282,-612,7,-261,7,1063,953,634,278,0,664,11
21.1,3.55,739,812,811,292,-588.6,273,-614,8,-255,8,1036,953,0,260,0,657,11
21.3,3.55,667,812,811,286,-589.3,284,-611,9,-261,9,1054,950,223,269,0,656,11
21.6,3.26,706,812,810,292,-596.5,272,-643,10,-260,10,1037,950,0,243,0,657,11
22.0,3.44,707,812,810,289,-603.2,278,-616,11,-264,11,1028,936,0,243,9,666,11
19.9,3.43,773,807,806,297,-586.1,286,-597,12,-252,12,1048,946,81,260,104,643,11
21.1,3.43,783,812,811,295,-596.7,289,-607,13,-261,13,1064,952,628,269,356,673,11
18.5,3.43,728,782,781,315,-534.5,301,-553,14,-228,14,1074,946,64,243,382,578,11
22.0,3.49,769,807,806,302,-570.1,275,-600,15,-244,15,1097,958,78,252,391,634,11
22.5,3.49,772,806,806,294,-584.4,276,-612,16,-252,16,1090,962,923,634,825,644,11
21.6,3.54,771,807,806,288,-584.1,277,-595,17,-251,17,1090,960,304,660,955,649,11
21.2,3.61,715,818,816,291,-596.9,278,-625,18,-275,18,1043,927,1114,521,964,679,11
21.7,3.61,774,827,825,294,-603.0,282,-620,19,-263,19,1037,938,113,269,573,689,11
21.4,3.78,783,817,816,303,-588.6,279,-615,20,-269,20,1062,947,52,356,859,653,11
19.7,3.43,779,807,806,300,-570.3,294,-584,21,-253,21,1057,940,32,182,356,630,11
20.0,3.55,718,757,755,291,-531.6,279,-542,22,-211,22,1111,970,35,122,417,533,11
20.7,3.54,791,777,776,289,-553.7,287,-563,23,-237,23,1099,965,55,69,547,582,11
21.1,3.66,774,807,806,287,-588.3,284,-592,0,-248,0,1105,978,532,0,495,653,11
22.0,3.72,723,812,810,288,-592.1,281,-606,1,-256,1,1107,981,1473,0,842,661,11
22.3,3.54,797,811,811,286,-595.3,286,-600,2,-243,2,1085,978,1039,0,538,662,11
22.4,3.83,773,812,812,292,-585.6,279,-605,3,-257,3,1115,985,26,0,443,655,11
22.9,3.78,774,812,811,293,-584.0,278,-611,4,-255,4,1124,980,49,0,981,650,11
22.6,3.95,727,823,821,301,-588.9,273,-625,5,-260,5,1109,988,64,26,755,675,11
22.3,3.78,797,822,821,298,-599.4,275,-623,6,-262,6,1105,975,17,139,391,679,11
21.4,3.78,807,822,821,296,-609.1,278,-623,7,-264,7,1102,976,32,269,356,685,11
21.5,3.78,724,822,821,298,-607.6,275,-633,8,-277,8,1093,976,20,260,391,680,11
21.7,3.78,757,822,821,303,-603.5,272,-641,9,-271,9,1068,959,229,417,885,679,11
21.8,3.55,725,822,821,295,-602.4,275,-631,10,-267,10,1076,966,26,286,512,685,11
21.8,3.55,733,823,821,294,-607.5,277,-627,11,-274,11,1083,970,20,304,365,690,11
21.5,3.55,748,822,821,298,-596.2,278,-626,12,-264,12,1093,967,75,703,903,683,11
21.9,3.55,729,822,821,285,-604.9,287,-609,13,-260,13,1100,971,657,330,477,682,11
21.9,3.55,797,822,822,300,-593.4,272,-630,14,-265,14,1085,970,1754,642,1042,680,11
22.8,3.55,784,822,821,292,-600.7,277,-614,15,-257,15,1087,960,1218,720,1024,681,11
9.0,2.28,790,648,647,326,-350.2,320,-361,16,-145,16,1031,952,14,208,286,309,11
21.7,3.55,741,812,811,304,-574.8,285,-596,17,-246,17,1073,942,38,538,920,650,11
22.5,3.60,804,812,816,279,-597.3,289,-606,18,-258,18,1080,955,2095,495,790,660,11
21.8,3.66,784,817,816,282,-606.1,286,-608,19,-263,19,1076,951,46,382,382,678,11
21.1,3.66,815,822,822,287,-606.4,289,-617,20,-276,20,1061,949,20,269,399,684,11
21.9,3.84,730,822,826,292,-627.3,277,-651,21,-286,21,1054,951,509,304,538,686,11
14.9,1.99,840,715,716,289,-463.3,306,-451,22,-191,22,978,919,67,304,391,434,11
15.0,1.20,514,599,618,315,-295.2,284,-316,0,-117,0,107,42,258,217,408,270,12
17.5,2.06,580,677,676,325,-388.4,341,-376,1,-142,1,324,316,2512,295,399,390,10
18.9,2.98,594,708,697,298,-440.3,341,-417,2,-175,2,625,510,741,382,443,431,10
19.0,3.38,627,697,696,310,-439.0,303,-444,3,-174,3,794,601,1380,347,434,422,11
20.2,3.55,619,707,706,301,-456.5,288,-467,4,-188,4,835,647,1325,399,399,452,11
21.3,3.84,612,747,746,292,-513.1,283,-507,5,-218,5,860,699,802,582,443,536,11
19.9,3.96,657,747,746,295,-507.4,282,-522,6,-217,6,888,738,153,382,252,519,11
20.7,4.07,662,774,773,300,-539.9,289,-557,7,-245,7,915,770,153,365,165,577,11
20.3,4.07,636,774,774,300,-528.5,296,-539,8,-238,8,938,794,142,339,104,577,11
19.8,4.07,644,775,775,310,-534.1,293,-552,9,-233,9,973,819,139,321,69,575,11
22.5,4.47,637,823,822,304,-612.9,273,-640,10,-287,10,995,853,150,330,61,707,11
22.6,4.47,664,822,821,301,-612.8,273,-645,11,-274,11,1007,881,396,365,52,705,11
21.0,3.96,672,797,795,300,-569.1,287,-586,12,-251,12,1022,889,145,321,52,634,11
21.1,4.36,656,797,795,305,-567.1,289,-596,13,-252,13,1060,912,148,295,43,642,11
21.6,4.47,630,797,795,309,-569.2,275,-603,14,-256,14,1049,926,310,295,52,635,11
21.6,4.47,613,797,795,291,-581.1,286,-597,15,-252,15,1018,920,258,339,69,644,11
21.7,4.47,622,797,796,296,-587.5,279,-613,16,-277,16,1027,924,179,226,278,640,11
21.9,4.47,628,797,796,306,-572.0,267,-618,17,-270,17,1058,936,185,182,477,622,11
21.8,4.47,616,817,806,305,-594.6,265,-628,18,-274,18,1038,944,93,312,738,680,11
21.3,4.47,641,817,815,308,-603.9,269,-645,19,-291,19,1006,923,101,35,434,686,11
22.1,4.47,673,817,816,306,-601.2,267,-639,20,-264,20,1025,925,104,0,773,681,11
22.2,4.65,653,822,821,294,-622.9,277,-644,21,-291,21,1040,943,104,0,1007,697,11
23.1,4.47,629,827,825,306,-618.4,267,-654,22,-284,22,1018,938,113,0,747,714,11
23.0,4.47,642,848,846,274,-674.1,307,-646,23,-292,23,1034,941,101,0,477,787,11
22.5,4.47,650,847,846,275,-680.7,308,-648,0,-291,0,1041,949,200,17,391,785,11
22.7,4.47,649,847,846,270,-677.6,311,-645,1,-289,1,1027,951,240,208,616,788,11
22.9,4.47,656,827,826,301,-618.5,277,-651,2,-284,2,1012,945,715,295,547,713,11
23.0,4.47,678,827,826,303,-622.5,274,-657,3,-277,3,1044,943,252,0,703,718,11
22.8,4.47,712,827,826,298,-616.7,273,-644,4,-278,4,1080,966,356,69,391,709,11
22.4,4.47,712,826,826,296,-620.9,272,-644,5,-277,5,1075,975,148,417,625,736,11
22.0,4.47,708,817,816,298,-609.7,265,-647,6,-284,6,1078,969,119,234,304,683,11
22.4,4.47,679,822,821,283,-630.1,273,-639,7,-291,7,1068,969,1528,1849,2109,704,11
22.5,4.47,690,827,825,287,-640.0,271,-660,8,-298,8,1042,961,107,373,408,709,11
22.0,4.47,689,827,826,293,-636.5,263,-674,9,-320,9,1045,964,90,260,304,705,11
